tournament_location,tournament_name,Date,indoor_or_outdoor,Surface,Round,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,loser_id,winner_id,match_id,Winner_Sets_Before,Winner_Gems_Before,Loser_Sets_Before,Loser_Gems_Before,tournament_id,draw_size,tournament_level,tournament_date,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,best_of,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
Pune,Maharashtra Open,2023-01-05,Outdoor,Hard,Quarterfinals,,,,,,,,,,,,,Walkover,105227,134868,Pune_2023_134868_105227,4.0,8.0,1.0,5.0,2023-0891,32,A,2023-01-05,,,Tallon Griekspoor,R,188.0,NED,26.5,1.0,,Marin Cilic,R,198.0,CRO,34.2,3,0.0,,,,,,,,,,,,,,,,,,,95.0,584.0,17.0,2105.0
Pune,Maharashtra Open,2023-01-05,Outdoor,Hard,Quarterfinals,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,109739,122298,Pune_2023_122298_109739,2.0,4.0,3.0,9.0,2023-0891,32,A,2023-01-05,2.0,,Botic Van De Zandschulp,R,188.0,NED,27.2,,Q,Maximilian Marterer,L,191.0,GER,27.5,3,67.0,3.0,1.0,44.0,34.0,29.0,7.0,9.0,0.0,0.0,1.0,1.0,51.0,37.0,22.0,7.0,9.0,2.0,5.0,35.0,1160.0,159.0,354.0
Pune,Maharashtra Open,2023-01-05,Outdoor,Hard,Quarterfinals,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,105936,126127,Pune_2023_126127_105936,4.0,15.0,2.0,3.0,2023-0891,32,A,2023-01-05,,,Benjamin Bonzi,R,185.0,FRA,26.5,6.0,,Filip Krajinovic,R,185.0,SRB,30.8,3,125.0,7.0,0.0,77.0,46.0,30.0,15.0,11.0,2.0,5.0,6.0,3.0,90.0,50.0,29.0,20.0,11.0,10.0,14.0,60.0,781.0,54.0,845.0
Adelaide 1,Adelaide International 1,2023-01-06,Outdoor,Hard,Quarterfinals,7.0,6.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,200615,106415,Adelaide 1_2023_106415_200615,3.0,5.0,3.0,6.0,2023-2843,32,A,2023-01-06,,,Yoshihito Nishioka,L,170.0,JPN,27.2,,Q,Alexei Popyrin,R,196.0,AUS,23.4,3,166.0,2.0,1.0,106.0,75.0,57.0,19.0,16.0,2.0,4.0,27.0,4.0,103.0,68.0,56.0,12.0,16.0,6.0,10.0,36.0,1134.0,120.0,469.0
Adelaide 1,Adelaide International 1,2023-01-06,Outdoor,Hard,Quarterfinals,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,206173,200624,Adelaide 1_2023_200624_206173,4.0,8.0,4.0,10.0,2023-2843,32,A,2023-01-06,,,Sebastian Korda,R,196.0,USA,22.4,6.0,,Jannik Sinner,R,188.0,ITA,21.3,3,86.0,5.0,1.0,52.0,30.0,25.0,12.0,9.0,3.0,4.0,8.0,3.0,53.0,34.0,23.0,6.0,10.0,4.0,9.0,33.0,1175.0,15.0,2410.0
Adelaide 1,Adelaide International 1,2023-01-06,Outdoor,Hard,Quarterfinals,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,111575,106421,Adelaide 1_2023_106421_111575,3.0,10.0,4.0,12.0,2023-2843,32,A,2023-01-06,3.0,,Daniil Medvedev,R,198.0,RUS,26.8,8.0,,Karen Khachanov,R,198.0,RUS,26.6,3,77.0,6.0,5.0,51.0,33.0,29.0,7.0,9.0,2.0,3.0,1.0,2.0,60.0,42.0,25.0,6.0,9.0,3.0,7.0,7.0,4065.0,20.0,1990.0
Adelaide 1,Adelaide International 1,2023-01-06,Outdoor,Hard,Quarterfinals,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,133430,104925,Adelaide 1_2023_104925_133430,4.0,9.0,3.0,6.0,2023-2843,32,A,2023-01-06,1.0,,Novak Djokovic,R,188.0,SRB,35.6,7.0,,Denis Shapovalov,L,185.0,CAN,23.7,3,115.0,4.0,3.0,70.0,40.0,31.0,16.0,10.0,3.0,4.0,6.0,7.0,72.0,38.0,25.0,14.0,9.0,5.0,8.0,5.0,4820.0,18.0,2075.0
Pune,Maharashtra Open,2023-01-06,Outdoor,Hard,Semifinals,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,106234,134868,Pune_2023_134868_106234,4.0,8.0,6.0,19.0,2023-0891,32,A,2023-01-06,,,Tallon Griekspoor,R,188.0,NED,26.5,8.0,,Aslan Karatsev,R,185.0,RUS,29.3,3,81.0,11.0,2.0,53.0,36.0,32.0,13.0,10.0,0.0,0.0,3.0,5.0,59.0,31.0,22.0,14.0,9.0,3.0,5.0,95.0,584.0,59.0,795.0
Pune,Maharashtra Open,2023-01-06,Outdoor,Hard,Semifinals,7.0,6.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,122298,126127,Pune_2023_126127_122298,6.0,18.0,4.0,10.0,2023-0891,32,A,2023-01-06,,,Benjamin Bonzi,R,185.0,FRA,26.5,2.0,,Botic Van De Zandschulp,R,188.0,NED,27.2,3,149.0,10.0,3.0,101.0,71.0,54.0,16.0,16.0,0.0,2.0,9.0,3.0,106.0,69.0,49.0,17.0,15.0,7.0,11.0,60.0,781.0,35.0,1160.0
Adelaide 1,Adelaide International 1,2023-01-07,Outdoor,Hard,Semifinals,7.0,6.0,1.0,0.0,,,,,,,1.0,0.0,Retired,106415,200624,Adelaide 1_2023_200624_106415,6.0,15.0,4.0,9.0,2023-2843,32,A,2023-01-07,,,Sebastian Korda,R,196.0,USA,22.4,,,Yoshihito Nishioka,L,170.0,JPN,27.2,3,74.0,9.0,0.0,40.0,23.0,21.0,10.0,6.0,0.0,0.0,0.0,0.0,54.0,40.0,29.0,6.0,7.0,3.0,4.0,33.0,1175.0,36.0,1134.0
Adelaide 1,Adelaide International 1,2023-01-07,Outdoor,Hard,Semifinals,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,106421,104925,Adelaide 1_2023_104925_106421,6.0,14.0,5.0,16.0,2023-2843,32,A,2023-01-07,1.0,,Novak Djokovic,R,188.0,SRB,35.6,3.0,,Daniil Medvedev,R,198.0,RUS,26.8,3,90.0,5.0,3.0,61.0,35.0,31.0,14.0,10.0,3.0,3.0,5.0,2.0,48.0,31.0,23.0,9.0,9.0,1.0,3.0,5.0,4820.0,7.0,4065.0
Pune,Maharashtra Open,2023-01-07,Outdoor,Hard,The Final,4.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,126127,134868,Pune_2023_134868_126127,6.0,14.0,7.0,23.0,2023-0891,32,A,2023-01-07,,,Tallon Griekspoor,R,188.0,NED,26.5,,,Benjamin Bonzi,R,185.0,FRA,26.5,3,136.0,17.0,4.0,86.0,61.0,48.0,13.0,15.0,3.0,4.0,11.0,4.0,102.0,66.0,47.0,18.0,16.0,4.0,7.0,95.0,584.0,60.0,781.0
Auckland,ASB Classic,2023-01-08,Outdoor,Hard,1st Round,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,106398,106005,Auckland_2023_106005_106398,0.0,0.0,0.0,0.0,2023-0301,32,A,2023-01-08,,,Constant Lestienne,R,180.0,FRA,30.6,,,Pedro Cachin,R,185.0,ARG,27.7,3,70.0,7.0,1.0,41.0,30.0,24.0,5.0,8.0,1.0,2.0,1.0,0.0,53.0,34.0,18.0,7.0,8.0,7.0,12.0,65.0,760.0,59.0,809.0
Adelaide 1,Adelaide International 1,2023-01-08,Outdoor,Hard,The Final,6.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,200624,104925,Adelaide 1_2023_104925_200624,8.0,19.0,7.0,16.0,2023-2843,32,A,2023-01-08,1.0,,Novak Djokovic,R,188.0,SRB,35.6,,,Sebastian Korda,R,196.0,USA,22.4,3,189.0,7.0,4.0,99.0,62.0,53.0,25.0,17.0,1.0,2.0,15.0,4.0,129.0,76.0,59.0,27.0,17.0,5.0,7.0,5.0,4820.0,33.0,1175.0
Adelaide 2,Adelaide International 2,2023-01-09,Outdoor,Hard,1st Round,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,105554,111456,Adelaide 2_2023_111456_105554,0.0,0.0,0.0,0.0,2023-8998,32,A,2023-01-09,,,Mackenzie Mcdonald,R,178.0,USA,27.7,5.0,,Daniel Evans,R,175.0,GBR,32.6,3,108.0,8.0,2.0,73.0,40.0,29.0,17.0,12.0,1.0,4.0,2.0,3.0,78.0,52.0,31.0,10.0,12.0,3.0,8.0,63.0,775.0,27.0,1450.0
Adelaide 2,Adelaide International 2,2023-01-09,Outdoor,Hard,1st Round,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,132283,207733,Adelaide 2_2023_207733_132283,0.0,0.0,0.0,0.0,2023-8998,32,A,2023-01-09,,,Jack Draper,L,191.0,GBR,21.0,,,Lorenzo Sonego,R,191.0,ITA,27.6,3,82.0,2.0,1.0,44.0,27.0,21.0,12.0,9.0,3.0,4.0,2.0,1.0,50.0,26.0,14.0,11.0,9.0,4.0,8.0,40.0,1010.0,44.0,950.0
Adelaide 2,Adelaide International 2,2023-01-09,Outdoor,Hard,1st Round,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,106378,200175,Adelaide 2_2023_200175_106378,0.0,0.0,0.0,0.0,2023-8998,32,A,2023-01-09,6.0,,Miomir Kecmanovic,R,183.0,SRB,23.3,,PR,Kyle Edmund,R,188.0,GBR,28.0,3,84.0,7.0,2.0,60.0,39.0,35.0,11.0,11.0,2.0,2.0,11.0,6.0,64.0,35.0,27.0,15.0,11.0,0.0,2.0,28.0,1420.0,583.0,52.0
Adelaide 2,Adelaide International 2,2023-01-09,Outdoor,Hard,1st Round,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,206909,200221,Adelaide 2_2023_200221_206909,0.0,0.0,0.0,0.0,2023-8998,32,A,2023-01-09,7.0,,Alejandro Davidovich Fokina,R,183.0,ESP,23.5,,,Brandon Nakashima,R,185.0,USA,21.4,3,95.0,4.0,1.0,70.0,45.0,37.0,15.0,10.0,5.0,5.0,6.0,3.0,65.0,40.0,32.0,10.0,10.0,1.0,3.0,32.0,1280.0,47.0,927.0
Adelaide 2,Adelaide International 2,2023-01-09,Outdoor,Hard,1st Round,6.0,0.0,6.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,200615,106423,Adelaide 2_2023_106423_200615,0.0,0.0,0.0,0.0,2023-8998,32,A,2023-01-09,,WC,Thanasi Kokkinakis,R,196.0,AUS,26.7,,WC,Alexei Popyrin,R,196.0,AUS,23.4,3,164.0,11.0,2.0,101.0,67.0,50.0,18.0,15.0,5.0,6.0,11.0,8.0,99.0,51.0,41.0,17.0,15.0,4.0,9.0,110.0,522.0,113.0,506.0
Auckland,ASB Classic,2023-01-09,Outdoor,Hard,1st Round,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,122330,105676,Auckland_2023_105676_122330,0.0,0.0,0.0,0.0,2023-0301,32,A,2023-01-09,,,David Goffin,R,180.0,BEL,32.0,5.0,,Alexander Bublik,R,196.0,KAZ,25.5,3,73.0,1.0,0.0,53.0,32.0,23.0,10.0,9.0,4.0,7.0,6.0,6.0,62.0,35.0,21.0,8.0,10.0,0.0,6.0,53.0,870.0,36.0,1130.0
Auckland,ASB Classic,2023-01-09,Outdoor,Hard,1st Round,6.0,7.0,6.0,1.0,6.0,3.0,,,,,2.0,1.0,Completed,104926,202385,Auckland_2023_202385_104926,0.0,0.0,0.0,0.0,2023-0301,32,A,2023-01-09,,,Jenson Brooksby,R,188.0,USA,22.2,,,Fabio Fognini,R,178.0,ITA,35.6,3,133.0,6.0,3.0,95.0,54.0,38.0,23.0,14.0,6.0,8.0,4.0,12.0,93.0,49.0,34.0,19.0,14.0,8.0,14.0,48.0,920.0,57.0,843.0
Auckland,ASB Classic,2023-01-09,Outdoor,Hard,1st Round,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,208485,104755,Auckland_2023_104755_208485,0.0,0.0,0.0,0.0,2023-0301,32,A,2023-01-09,,,Richard Gasquet,R,185.0,FRA,36.5,,WC,Kiranpal Pannu,R,,NZL,26.0,3,80.0,5.0,0.0,35.0,24.0,22.0,10.0,8.0,0.0,0.0,8.0,4.0,67.0,42.0,25.0,9.0,8.0,4.0,8.0,67.0,740.0,575.0,54.0
Auckland,ASB Classic,2023-01-09,Outdoor,Hard,1st Round,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,105173,200670,Auckland_2023_200670_105173,0.0,0.0,0.0,0.0,2023-0301,32,A,2023-01-09,,,J J Wolf,R,183.0,USA,24.0,8.0,,Adrian Mannarino,L,183.0,FRA,34.5,3,109.0,7.0,1.0,72.0,51.0,35.0,12.0,11.0,2.0,4.0,7.0,2.0,71.0,41.0,27.0,16.0,11.0,5.0,8.0,66.0,746.0,43.0,971.0
Auckland,ASB Classic,2023-01-09,Outdoor,Hard,1st Round,6.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,104545,106296,Auckland_2023_106296_104545,0.0,0.0,0.0,0.0,2023-0301,32,A,2023-01-09,,Q,Gregoire Barrere,R,183.0,FRA,28.8,6.0,,John Isner,R,206.0,USA,37.7,3,138.0,10.0,2.0,101.0,62.0,52.0,27.0,17.0,0.0,0.0,28.0,2.0,109.0,73.0,53.0,21.0,16.0,2.0,3.0,88.0,603.0,42.0,980.0
Auckland,ASB Classic,2023-01-09,Outdoor,Hard,1st Round,6.0,7.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,105948,106218,Auckland_2023_106218_105948,0.0,0.0,0.0,0.0,2023-0301,32,A,2023-01-09,,,Marcos Giron,R,180.0,USA,29.4,,LL,Federico Coria,R,180.0,ARG,30.8,3,157.0,3.0,1.0,121.0,86.0,49.0,20.0,17.0,5.0,10.0,3.0,4.0,115.0,69.0,43.0,17.0,17.0,7.0,14.0,60.0,796.0,76.0,695.0
Adelaide 2,Adelaide International 2,2023-01-10,Outdoor,Hard,1st Round,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,106331,126205,Adelaide 2_2023_126205_106331,0.0,0.0,0.0,0.0,2023-8998,32,A,2023-01-10,8.0,,Tommy Paul,R,185.0,USA,25.6,,LL,Christopher Oconnell,R,183.0,AUS,28.6,3,88.0,6.0,0.0,57.0,39.0,32.0,14.0,11.0,1.0,1.0,7.0,1.0,66.0,41.0,32.0,10.0,11.0,3.0,5.0,35.0,1185.0,79.0,652.0
Adelaide 2,Adelaide International 2,2023-01-10,Outdoor,Hard,1st Round,4.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,105077,105357,Adelaide 2_2023_105357_105077,0.0,0.0,0.0,0.0,2023-8998,32,A,2023-01-10,,Q,John Millman,R,183.0,AUS,33.5,,,Albert Ramos,L,188.0,ESP,34.9,3,166.0,7.0,1.0,109.0,77.0,53.0,15.0,16.0,3.0,6.0,7.0,0.0,93.0,68.0,43.0,18.0,15.0,6.0,9.0,148.0,378.0,38.0,1075.0
Adelaide 2,Adelaide International 2,2023-01-10,Outdoor,Hard,1st Round,7.0,0.0,7.0,6.0,,,,,,,2.0,0.0,Completed,126127,104898,Adelaide 2_2023_104898_126127,0.0,0.0,0.0,0.0,2023-8998,32,A,2023-01-10,,LL,Robin Haase,R,190.0,NED,35.7,,,Benjamin Bonzi,R,185.0,FRA,26.5,3,130.0,13.0,2.0,100.0,57.0,42.0,23.0,16.0,1.0,5.0,16.0,3.0,115.0,63.0,44.0,28.0,17.0,3.0,6.0,257.0,207.0,50.0,911.0
Adelaide 2,Adelaide International 2,2023-01-10,Outdoor,Hard,1st Round,4.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,126239,144817,Adelaide 2_2023_144817_126239,0.0,0.0,0.0,0.0,2023-8998,32,A,2023-01-10,,,Marc Andrea Huesler,L,196.0,SUI,26.5,,,Arthur Rinderknech,R,196.0,FRA,27.4,3,149.0,11.0,3.0,96.0,64.0,54.0,16.0,16.0,1.0,2.0,11.0,7.0,111.0,66.0,52.0,22.0,16.0,6.0,7.0,55.0,846.0,45.0,947.0
Adelaide 2,Adelaide International 2,2023-01-10,Outdoor,Hard,1st Round,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,207830,126952,Adelaide 2_2023_126952_207830,0.0,0.0,0.0,0.0,2023-8998,32,A,2023-01-10,,LL,Soon Woo Kwon,R,180.0,KOR,25.1,,Q,Tomas Machac,R,183.0,CZE,22.2,3,101.0,6.0,3.0,82.0,44.0,35.0,14.0,10.0,9.0,11.0,5.0,2.0,68.0,42.0,27.0,10.0,10.0,6.0,10.0,84.0,626.0,115.0,500.0
Adelaide 2,Adelaide International 2,2023-01-10,Outdoor,Hard,1st Round,6.0,4.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,200325,144707,Adelaide 2_2023_144707_200325,0.0,0.0,0.0,0.0,2023-8998,32,A,2023-01-10,,Q,Mikael Ymer,R,183.0,SWE,24.3,,,Emil Ruusuvuori,R,188.0,FIN,23.7,3,143.0,1.0,3.0,83.0,56.0,41.0,17.0,15.0,1.0,3.0,4.0,2.0,101.0,72.0,49.0,13.0,14.0,5.0,8.0,77.0,694.0,46.0,941.0
Adelaide 2,Adelaide International 2,2023-01-10,Outdoor,Hard,1st Round,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,144869,106186,Adelaide 2_2023_106186_144869,0.0,0.0,0.0,0.0,2023-8998,32,A,2023-01-10,,WC,Jason Kubler,R,178.0,AUS,29.6,,Q,Tomas Martin Etcheverry,R,196.0,ARG,23.4,3,130.0,10.0,1.0,78.0,57.0,47.0,12.0,12.0,5.0,5.0,10.0,1.0,70.0,43.0,34.0,17.0,12.0,1.0,2.0,86.0,613.0,80.0,649.0
Auckland,ASB Classic,2023-01-10,Outdoor,Hard,1st Round,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,200005,111153,Auckland_2023_111153_200005,0.0,0.0,0.0,0.0,2023-0301,32,A,2023-01-10,,Q,Christopher Eubanks,R,201.0,USA,26.6,,WC,Ugo Humbert,L,188.0,FRA,24.5,3,119.0,6.0,0.0,91.0,64.0,50.0,16.0,12.0,6.0,6.0,9.0,4.0,83.0,51.0,43.0,18.0,12.0,4.0,4.0,123.0,462.0,108.0,523.0
Auckland,ASB Classic,2023-01-10,Outdoor,Hard,1st Round,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,144684,111460,Auckland_2023_111460_144684,0.0,0.0,0.0,0.0,2023-0301,32,A,2023-01-10,,,Quentin Halys,R,191.0,FRA,26.2,,,Alex Molcan,L,178.0,SVK,25.1,3,53.0,20.0,0.0,53.0,34.0,32.0,9.0,10.0,1.0,1.0,5.0,5.0,44.0,28.0,21.0,10.0,9.0,1.0,3.0,64.0,771.0,54.0,850.0
Auckland,ASB Classic,2023-01-10,Outdoor,Hard,1st Round,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,106329,208103,Auckland_2023_208103_106329,0.0,0.0,0.0,0.0,2023-0301,32,A,2023-01-10,,Q,Jiri Lehecka,R,185.0,CZE,21.1,,Q,Thiago Monteiro,L,183.0,BRA,28.6,3,88.0,5.0,1.0,58.0,35.0,29.0,16.0,11.0,1.0,1.0,7.0,0.0,65.0,39.0,30.0,9.0,10.0,6.0,8.0,78.0,685.0,69.0,729.0
Auckland,ASB Classic,2023-01-10,Outdoor,Hard,1st Round,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,202104,210097,Auckland_2023_210097_202104,0.0,0.0,0.0,0.0,2023-0301,32,A,2023-01-10,,WC,Ben Shelton,L,,USA,20.2,7.0,,Sebastian Baez,R,170.0,ARG,22.0,3,82.0,9.0,1.0,51.0,34.0,28.0,12.0,9.0,2.0,2.0,2.0,3.0,67.0,49.0,26.0,11.0,10.0,7.0,10.0,92.0,584.0,41.0,987.0
Auckland,ASB Classic,2023-01-10,Outdoor,Hard,1st Round,3.0,6.0,6.0,1.0,7.0,6.0,,,,,2.0,1.0,Completed,144719,111513,Auckland_2023_111513_144719,0.0,0.0,0.0,0.0,2023-0301,32,A,2023-01-10,,,Laslo Djere,R,188.0,SRB,27.6,,,Jaume Munar,R,183.0,ESP,25.6,3,145.0,7.0,4.0,104.0,66.0,42.0,18.0,14.0,6.0,11.0,4.0,5.0,89.0,53.0,35.0,15.0,14.0,3.0,9.0,70.0,713.0,62.0,777.0
Auckland,ASB Classic,2023-01-10,Outdoor,Hard,2nd Round,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,200670,106218,Auckland_2023_106218_200670,1.0,3.0,2.0,3.0,2023-0301,32,A,2023-01-10,,,Marcos Giron,R,180.0,USA,29.4,,,J J Wolf,R,183.0,USA,24.0,3,94.0,3.0,1.0,52.0,37.0,31.0,11.0,10.0,2.0,2.0,7.0,1.0,76.0,47.0,30.0,16.0,10.0,7.0,9.0,60.0,796.0,66.0,746.0
Auckland,ASB Classic,2023-01-10,Outdoor,Hard,2nd Round,6.0,1.0,,,,,,,,,1.0,0.0,Retired,106043,202385,Auckland_2023_202385_106043,1.0,7.0,0.0,0.0,2023-0301,32,A,2023-01-10,,,Jenson Brooksby,R,188.0,USA,22.2,3.0,,Diego Schwartzman,R,170.0,ARG,30.3,3,48.0,0.0,0.0,26.0,15.0,11.0,7.0,4.0,0.0,0.0,0.0,1.0,22.0,17.0,8.0,2.0,3.0,2.0,4.0,48.0,920.0,25.0,1550.0
Adelaide 2,Adelaide International 2,2023-01-11,Outdoor,Hard,2nd Round,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,105357,200221,Adelaide 2_2023_200221_105357,2.0,5.0,1.0,2.0,2023-8998,32,A,2023-01-11,7.0,,Alejandro Davidovich Fokina,R,183.0,ESP,23.5,,Q,John Millman,R,183.0,AUS,33.5,3,74.0,4.0,1.0,53.0,35.0,26.0,13.0,9.0,2.0,3.0,1.0,4.0,52.0,29.0,18.0,10.0,9.0,6.0,10.0,32.0,1280.0,148.0,378.0
Adelaide 2,Adelaide International 2,2023-01-11,Outdoor,Hard,2nd Round,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,126205,207733,Adelaide 2_2023_207733_126205,2.0,6.0,2.0,4.0,2023-8998,32,A,2023-01-11,,,Jack Draper,L,191.0,GBR,21.0,8.0,,Tommy Paul,R,185.0,USA,25.6,3,91.0,10.0,1.0,57.0,33.0,29.0,13.0,10.0,3.0,4.0,5.0,1.0,58.0,34.0,23.0,12.0,10.0,2.0,5.0,40.0,1010.0,35.0,1185.0
Adelaide 2,Adelaide International 2,2023-01-11,Outdoor,Hard,2nd Round,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,144817,111575,Adelaide 2_2023_111575_144817,0.0,0.0,1.0,1.0,2023-8998,32,A,2023-01-11,3.0,,Karen Khachanov,R,198.0,RUS,26.6,,,Marc Andrea Huesler,L,196.0,SUI,26.5,3,79.0,5.0,1.0,54.0,35.0,29.0,11.0,10.0,1.0,2.0,2.0,2.0,56.0,34.0,25.0,10.0,10.0,3.0,6.0,20.0,1885.0,55.0,846.0
Adelaide 2,Adelaide International 2,2023-01-11,Outdoor,Hard,2nd Round,3.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,111456,144707,Adelaide 2_2023_144707_111456,1.0,3.0,2.0,4.0,2023-8998,32,A,2023-01-11,,Q,Mikael Ymer,R,183.0,SWE,24.3,,,Mackenzie Mcdonald,R,178.0,USA,27.7,3,180.0,4.0,8.0,136.0,99.0,64.0,12.0,16.0,14.0,20.0,5.0,7.0,100.0,62.0,36.0,18.0,14.0,11.0,16.0,77.0,694.0,63.0,775.0
Adelaide 2,Adelaide International 2,2023-01-11,Outdoor,Hard,2nd Round,3.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,105807,126952,Adelaide 2_2023_126952_105807,2.0,4.0,0.0,0.0,2023-8998,32,A,2023-01-11,,LL,Soon Woo Kwon,R,180.0,KOR,25.1,2.0,,Pablo Carreno Busta,R,188.0,ESP,31.4,3,140.0,11.0,3.0,88.0,57.0,44.0,16.0,14.0,5.0,7.0,10.0,6.0,107.0,65.0,44.0,22.0,15.0,4.0,7.0,84.0,626.0,15.0,2420.0
Adelaide 2,Adelaide International 2,2023-01-11,Outdoor,Hard,2nd Round,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,104898,105138,Adelaide 2_2023_105138_104898,0.0,0.0,2.0,8.0,2023-8998,32,A,2023-01-11,4.0,,Roberto Bautista Agut,R,183.0,ESP,34.7,,LL,Robin Haase,R,190.0,NED,35.7,3,118.0,11.0,2.0,83.0,55.0,40.0,16.0,14.0,3.0,5.0,6.0,1.0,98.0,51.0,35.0,24.0,13.0,10.0,13.0,26.0,1545.0,257.0,207.0
Adelaide 2,Adelaide International 2,2023-01-11,Outdoor,Hard,2nd Round,5.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,106186,200175,Adelaide 2_2023_200175_106186,2.0,4.0,2.0,3.0,2023-8998,32,A,2023-01-11,6.0,,Miomir Kecmanovic,R,183.0,SRB,23.3,,WC,Jason Kubler,R,178.0,AUS,29.6,3,154.0,14.0,1.0,92.0,54.0,43.0,23.0,17.0,1.0,4.0,19.0,3.0,113.0,72.0,50.0,22.0,17.0,5.0,8.0,28.0,1420.0,86.0,613.0
Adelaide 2,Adelaide International 2,2023-01-11,Outdoor,Hard,2nd Round,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,126094,106423,Adelaide 2_2023_106423_126094,1.0,7.0,0.0,0.0,2023-8998,32,A,2023-01-11,,WC,Thanasi Kokkinakis,R,196.0,AUS,26.7,1.0,,Andrey Rublev,R,188.0,RUS,25.2,3,117.0,17.0,1.0,70.0,44.0,38.0,16.0,14.0,0.0,1.0,10.0,4.0,90.0,55.0,42.0,15.0,14.0,3.0,5.0,110.0,522.0,6.0,3930.0
Auckland,ASB Classic,2023-01-11,Outdoor,Hard,2nd Round,6.0,4.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,208103,111815,Auckland_2023_111815_208103,0.0,0.0,2.0,5.0,2023-0301,32,A,2023-01-11,2.0,,Cameron Norrie,L,188.0,GBR,27.3,,Q,Jiri Lehecka,R,185.0,CZE,21.1,3,165.0,4.0,1.0,98.0,64.0,42.0,27.0,16.0,3.0,4.0,6.0,0.0,102.0,68.0,47.0,16.0,15.0,8.0,11.0,12.0,2575.0,78.0,685.0
Auckland,ASB Classic,2023-01-11,Outdoor,Hard,2nd Round,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,105311,104755,Auckland_2023_104755_105311,2.0,8.0,0.0,0.0,2023-0301,32,A,2023-01-11,,,Richard Gasquet,R,185.0,FRA,36.5,,LL,Joao Sousa,R,185.0,POR,33.7,3,97.0,7.0,1.0,60.0,35.0,29.0,16.0,10.0,2.0,2.0,1.0,4.0,65.0,42.0,29.0,10.0,10.0,3.0,5.0,67.0,740.0,82.0,638.0
